x,y
940.0149788079834,1264.93489863579
-1115.990759981206,984.5699645043748
1852.6137403089822,400.0329473130232
823.0859231416625,-592.940375845514
1057.3251778647327,-1029.9655133889717
771.4602613241793,714.4712078919168
1642.7209198162016,-251.14843370690443
-1892.7941330962676,-432.8177568710041
1818.9345025449754,916.950273812103
-32.51004428346181,-335.72981832242704
1951.844636428506,-641.1761438069238
-1129.6141523110844,-367.88256785441496
-561.4587662113678,237.82538677645212
1390.6887809030677,462.29862387360316
247.5429506031623,-38.623618623514446
-492.1175696242453,-442.7999982916731
-401.933702099552,1808.2581210906883
1469.5774029963666,-926.470207978015
580.5822413644373,-963.6917124654694
-1004.9573486732369,-1204.5634575615404
-784.2072371657267,114.40698203244945
-1575.5008768284497,527.6343173704348
455.8409345868388,-496.2643691548841
1041.9088139640135,1106.5622576169023
302.00695540168977,-869.4314978841406
1395.2561969620408,662.9797077373655
1739.196631396232,346.9311187657184
492.4616740256424,8.375320023015277
-1499.027985975894,291.99405533598167
612.4818908064789,-1603.071980225171
-1457.1064409759554,-1.493082953226974
1201.4404302155688,-815.0669159188085
-1198.1849694495713,556.7891657436085
-745.1663219818028,-879.6383674583111
1175.5232906332712,-773.3296556476719
-1124.9197136178686,970.2068490727246
-1019.5952042305661,-842.1162385159928
1437.0642596551158,685.1264531827076
1708.041179644797,694.44866043754
823.6041958260727,-926.4279127508548
2076.921830330557,358.62655248989296
-716.9075024848045,-917.9724353475416
-60.92626825204956,1719.6787748534107
253.79032271103597,-841.9812395185472
244.61769284517487,-638.9014020309344
-1497.4894374540818,542.6471614949967
123.00825555603426,249.6254439746508
-1431.1832319156279,715.654022175383
-1705.6236571127415,-106.46850925854659
-296.8198198289772,250.4891410328654
-1452.1859817450659,382.1039046677754
-267.85183562272937,-229.00737041277227
1583.3020280402286,744.1998984346329
1819.8036367947739,347.2803703403278
-276.94284349595443,-1459.3159491414344
1205.9030643492802,309.55386741135015
-868.2172795990325,1217.658042566695
239.40202948642525,-222.03307418529366
-346.99074284067575,-984.4875275580824
1861.4422909320892,261.0086650009845
-1363.5105567332255,500.56249677680665
-1341.4786706069176,736.6541515124441
226.5880296766045,-261.5695133986486
1367.9026785631543,-904.9882205378603
-1413.5845591715024,204.62413663048596
394.91607126860373,-6.555941365361036
-1627.1776684897818,131.64848479010914
518.4370095251734,803.3565881222279
-416.61433539759247,956.1421587128991
382.8615547508476,-1526.1235208753824
1543.1718664678738,710.8839992143697
558.1407646781136,1223.1721207693638
-41.08451640577374,-1429.1736215189235
696.3650958999743,-433.96177217056953
795.8586274497876,461.31355497763445
-230.7949609476823,1397.5623631717676
853.9738807886333,-1054.8601048477535
1241.9207621208059,277.1915525701716
-658.8401557958382,-179.13623260573468
