x,y
78.61416,-31.9585
-22.284634,-49.01322
-14.04991,8.332504
70.62553,36.366726
-13.631226,53.821774
4.5372005,-4.9603224
-26.659605,35.38988
-91.759476,-34.384758
8.727278,-41.80913
69.71792,0.017253777
89.737526,28.977829
51.533096,0.32042107
3.184101,-94.910835
60.303116,13.557481
6.020702,5.6041327
46.167492,25.06049
-7.8038225,-46.154076
-21.238558,45.826164
38.75075,82.10202
-13.735037,73.85601
55.328014,-28.713306
-57.656036,-19.900797
4.8786893,30.914534
5.293215,-48.173508
33.127457,70.77237
-8.75702,-21.34522
-18.011944,13.576631
-8.4648075,15.157624
-66.52682,18.827988
-50.52206,65.5576
-15.88031,-93.07516
68.9343,39.29056
-54.985085,-34.94864
13.880716,43.05121
-0.5987732,58.650124
-35.256573,-45.51115
20.273159,58.033493
-33.17453,-15.687235
-23.08585,-17.858782
-29.953676,70.62893
-29.431343,19.437716
32.97912,29.836666
20.568108,-78.99696
48.846966,47.548653
52.342808,53.262173
-44.431637,-26.681986
24.545341,-6.7374444
-49.035732,8.453035
-96.25666,4.133341
8.119637,0.42304432
-53.22528,-78.91442
12.131522,6.61661
-31.438698,-16.141546
-16.799414,10.550987
-61.505653,44.39471
-19.793566,1.1038996
-2.6990957,-72.204056
70.58115,6.814248
45.048836,43.8873
-12.756511,12.750725
-55.438805,-85.7835
-40.77012,-58.786743
17.440575,22.838087
-2.690175,48.240967
-43.64627,-70.63826
57.002857,-11.78254
-64.12004,-47.033573
24.887142,-101.16416
98.50226,-9.798762
-55.41986,65.75957
30.640072,-36.641556
66.71143,-43.26575
-50.55621,85.361465
-3.2825797,30.866957
19.726442,-22.724335
79.271545,-50.782993
-23.650719,57.295742
-0.6022288,-4.9156103
43.25164,3.256442
-61.434345,-39.314934
2.0490737,46.913704
33.35765,-33.8749
21.720743,-29.162624
67.985504,3.4221494
-76.81736,56.10262
10.238029,24.093046
-61.296917,10.241334
1.5730247,86.64949
14.957079,24.343529
-30.214533,14.924131
83.4011,8.283906
-80.39419,-33.646828
71.19351,36.589085
-47.74805,62.57903
-75.38304,18.68963
-1.0796653,79.14924
-78.67685,-7.0304146
87.30619,-12.034128
39.92539,-32.917152
-11.024894,90.750175
76.701004,-62.10235
-27.905603,-97.029884
59.443314,24.606855
-92.13132,-42.34138
-8.079566,98.67799
85.92231,39.21006
73.71498,-64.37847
-69.91938,-58.329266
12.818957,9.649807
-46.391914,53.667934
93.82134,24.247183
-87.572235,8.431412
2.8546712,-24.584827
-37.331753,83.39598
10.598868,-79.97769
-45.66138,-38.959625
48.86405,-18.115248
6.967825,-81.36242
-7.301667,86.413445
