x,y
79.04673,54.82787
-53.962624,5.2788534
68.75481,18.594515
15.488548,33.099537
-6.0864234,78.93996
53.319523,-44.52672
45.29938,31.121271
-56.34303,-35.142075
98.67183,-15.869811
0.58259135,47.666637
35.0059,62.80658
-3.745655,-92.70643
-45.80996,42.49007
58.249207,-23.761314
41.338577,-64.28794
26.64112,-88.68978
-85.42466,13.636442
3.887758,79.39742
-15.869542,54.236565
-46.92497,-77.33588
24.165596,18.829975
-4.697834,-3.321191
18.77408,-38.376026
84.844734,-56.55658
-10.710547,44.568188
73.15765,-14.752507
54.868702,14.582627
35.7038,-37.6904
27.925283,-16.199102
-97.43503,38.258755
-26.89312,23.322052
12.933285,44.516476
16.206867,4.4437847
-28.877352,-76.652306
8.053397,86.988716
-55.206436,6.675203
-37.79069,-79.66406
89.57333,-51.38338
95.13961,-47.747826
-0.27930963,37.629147
66.05902,27.598246
-16.208378,-78.09197
-79.91367,75.2183
-6.511567,-45.95124
-7.6652913,-44.0313
-5.58017,-6.34109
53.012222,-74.27363
34.739502,1.3362375
-23.034954,-41.721176
42.133034,-94.628075
-31.45172,0.11566461
33.33197,-77.12946
94.845184,-48.033188
55.799175,9.850409
-93.4115,-47.453903
45.8994,-8.712951
-70.67543,28.642824
1.2976004,49.46556
-17.368338,-67.48738
55.78163,12.677077
-36.140625,33.15783
-28.73233,5.8237066
20.48455,-56.570107
2.0121403,95.83739
-31.39717,14.270791
22.56305,101.689095
-36.03891,-17.512552
-47.9718,84.58229
60.909657,50.267406
-94.43534,20.232948
67.2409,-4.771088
47.631912,96.34797
-74.062965,-31.979794
23.537693,-36.40186
53.279747,-47.7165
48.782074,67.27268
-9.667377,65.79754
49.092167,-10.829739
16.297276,-85.537544
-18.058197,-14.722006
-59.651623,-7.749537
62.42627,-22.559143
70.607666,-11.601937
-8.029267,-11.734819
-101.86571,-21.85959
12.753654,-60.25334
30.528696,3.2321715
-47.34352,30.958048
8.088795,-85.09402
48.540077,-6.09097
56.904293,21.956316
-15.632716,-44.98296
8.495269,39.66601
-81.60592,-35.976307
24.483774,-24.93716
-47.60349,-52.532707
-6.755079,-32.454754
32.53601,24.07534
50.765568,-26.960377
-43.802044,31.011986
81.118904,47.41634
-21.75765,40.71033
29.20952,-41.40356
-53.67271,-34.966846
-37.553524,62.137947
25.594742,70.04841
66.23637,74.37496
-47.24242,-19.088215
24.917362,-61.240326
-71.52328,-43.624138
42.69264,55.998444
22.560635,-14.115426
68.04341,-54.437283
-77.98983,-19.638224
-77.65941,61.974724
-19.594387,2.7623048
38.787254,-62.15901
-91.1849,64.6267
-49.07309,16.890491
-31.259367,62.37625
57.46672,-84.750435
93.322945,22.2053
-9.126298,-70.70034
43.39753,-55.377377
-28.621006,68.221146
37.138493,35.92939
-46.83083,-88.19282
-16.2745,-26.42463
-32.73438,33.94346
-1.3953904,-19.971807
11.248115,-31.821543
