size,time,k
282.0,0.004512980150002477,282.0
283.0,0.004619007249993956,283.0
284.0,0.004517790299996704,284.0
285.0,0.004617166250000082,285.0
286.0,0.004569894000019304,286.0
287.0,0.004978859099992405,287.0
288.0,0.005142632249999224,288.0
289.0,0.004610023000009278,289.0
290.0,0.004620145099988804,290.0
291.0,0.004642201299998305,291.0
292.0,0.004601112099999227,292.0
293.0,0.004582110699993791,293.0
294.0,0.005576628399990113,294.0
295.0,0.004803215950005324,295.0
296.0,0.0046958915000004705,296.0
297.0,0.004745821799997429,297.0
298.0,0.00485956749998877,298.0
299.0,0.004849281399992833,299.0
300.0,0.004779245949998767,300.0
301.0,0.005280289899997115,301.0
302.0,0.0048187580500098194,302.0
303.0,0.005036776200017812,303.0
304.0,0.004861347800010662,304.0
305.0,0.005039105600008043,305.0
306.0,0.004810594299988225,306.0
307.0,0.0048625900999923035,307.0
308.0,0.0049876503499945105,308.0
309.0,0.005193148800003655,309.0
310.0,0.004984152050019475,310.0
311.0,0.00490591324999059,311.0
312.0,0.004986115500014421,312.0
313.0,0.004983392350004579,313.0
314.0,0.004998515550005323,314.0
315.0,0.005090496200000416,315.0
316.0,0.0050296309500026835,316.0
317.0,0.005039821300010771,317.0
318.0,0.005139105800003563,318.0
319.0,0.00502781820000564,319.0
320.0,0.005072984599996744,320.0
321.0,0.005105929299998024,321.0
322.0,0.005281317000003583,322.0
323.0,0.005285445050003545,323.0
324.0,0.005097146100001737,324.0
325.0,0.005108798499986733,325.0
326.0,0.005214747099989836,326.0
327.0,0.005245044449998204,327.0
328.0,0.005233765349998976,328.0
329.0,0.005220662850001645,329.0
330.0,0.005226887050002915,330.0
331.0,0.00530331140000726,331.0
332.0,0.005265477350008041,332.0
333.0,0.0052544743499993276,333.0
334.0,0.005312384650005697,334.0
335.0,0.00532542440000725,335.0
336.0,0.005492153199998029,336.0
337.0,0.005361602250013675,337.0
338.0,0.005397330250002596,338.0
339.0,0.005329965800001446,339.0
340.0,0.005445941199991466,340.0
341.0,0.005329100249991825,341.0
342.0,0.005469936899999084,342.0
343.0,0.005477654650007935,343.0
344.0,0.005461508700000195,344.0
345.0,0.005604981650003537,345.0
346.0,0.005540736350008046,346.0
347.0,0.005538978300000963,347.0
348.0,0.005578197900013038,348.0
349.0,0.005581996399996569,349.0
350.0,0.0058290496499921575,350.0
351.0,0.005787441300003593,351.0
352.0,0.005657083549999697,352.0
353.0,0.005664058100001057,353.0
354.0,0.006344697249983255,354.0
355.0,0.005639118700014478,355.0
356.0,0.005728131549994941,356.0
357.0,0.005666137750017697,357.0
358.0,0.005850477000012688,358.0
359.0,0.005708343049991527,359.0
360.0,0.0056805623999935054,360.0
361.0,0.005737928000007742,361.0
362.0,0.0058831197500012426,362.0
363.0,0.005759454700000788,363.0
364.0,0.005802350949988977,364.0
365.0,0.005822629749991393,365.0
366.0,0.005897119250016658,366.0
367.0,0.0059782533499856075,367.0
368.0,0.005868777000000591,368.0
369.0,0.005872728449980968,369.0
370.0,0.005963687700000264,370.0
371.0,0.005990731049996612,371.0
372.0,0.005969142050003029,372.0
373.0,0.006073070549996373,373.0
374.0,0.006000255799995103,374.0
375.0,0.006222107650000907,375.0
376.0,0.006011918950002837,376.0
377.0,0.0059802585499937775,377.0
378.0,0.006104361500001687,378.0
379.0,0.006179913100004342,379.0
380.0,0.006056708749997597,380.0
381.0,0.006111948850002591,381.0
382.0,0.006089023050003561,382.0
383.0,0.0061959671000067825,383.0
384.0,0.006137819650007259,384.0
385.0,0.00650133490000826,385.0
386.0,0.006172898999989229,386.0
387.0,0.006318030349984838,387.0
388.0,0.006220481600007588,388.0
389.0,0.0061661861999937175,389.0
390.0,0.006932326899982399,390.0
391.0,0.006306059849998746,391.0
392.0,0.0062811904499994855,392.0
393.0,0.006233965649994388,393.0
394.0,0.006370399999991605,394.0
395.0,0.00689897380000275,395.0
396.0,0.006372582099993451,396.0
397.0,0.006357167500004835,397.0
398.0,0.006384647449999647,398.0
399.0,0.0064753934500004105,399.0
400.0,0.006377880099989852,400.0
401.0,0.006414317700000538,401.0
402.0,0.0064787795500024,402.0
403.0,0.006465578350002943,403.0
404.0,0.0065361694000102945,404.0
405.0,0.006511773150009503,405.0
406.0,0.006564793200004715,406.0
407.0,0.006669395700009772,407.0
408.0,0.006496178949987552,408.0
409.0,0.006555595449981411,409.0
410.0,0.006686994150004466,410.0
411.0,0.0065642918000094145,411.0
412.0,0.00657960404998903,412.0
413.0,0.006500820799988105,413.0
414.0,0.006816790700008823,414.0
415.0,0.006660062299988567,415.0
416.0,0.006647568450011932,416.0
417.0,0.006685819350013844,417.0
418.0,0.006665829550001945,418.0
419.0,0.006741841749999367,419.0
420.0,0.006714549100001932,420.0
421.0,0.006753160849984852,421.0
422.0,0.006735379149995424,422.0
423.0,0.006739164800001163,423.0
424.0,0.00682508575000611,424.0
425.0,0.006824127200002294,425.0
426.0,0.006990226450011505,426.0
427.0,0.006860976999996637,427.0
428.0,0.006900849299995571,428.0
429.0,0.006849561200010612,429.0
430.0,0.0070322130499789635,430.0
431.0,0.006998096900019846,431.0
432.0,0.006900471950007159,432.0
433.0,0.007042092550000234,433.0
434.0,0.007045605650000652,434.0
435.0,0.007351666549993752,435.0
436.0,0.007263111900010699,436.0
437.0,0.0077049752999982955,437.0
438.0,0.007946790100004365,438.0
439.0,0.007461584849988867,439.0
440.0,0.0077061878499989685,440.0
441.0,0.007996900000011919,441.0
442.0,0.008769986900006188,442.0
443.0,0.008156092649983293,443.0
444.0,0.007421133449997797,444.0
445.0,0.009088974750011403,445.0
446.0,0.008266688899993824,446.0
447.0,0.007395079499997337,447.0
448.0,0.0071876741000096445,448.0
449.0,0.007329573049992178,449.0
450.0,0.007434465649998856,450.0
451.0,0.007239157499998328,451.0
452.0,0.007356875400000717,452.0
453.0,0.007280836250015454,453.0
454.0,0.007324250050010051,454.0
455.0,0.007337568449997889,455.0
456.0,0.007516536999992241,456.0
457.0,0.007444151549998423,457.0
458.0,0.007417924849983137,458.0
459.0,0.007429568100019423,459.0
460.0,0.0074305821500047385,460.0
461.0,0.007636929049999708,461.0
462.0,0.007508411449998675,462.0
463.0,0.007608032099983575,463.0
464.0,0.007750235399998928,464.0
465.0,0.007463288899998588,465.0
466.0,0.007556455200005985,466.0
467.0,0.007871103800016498,467.0
468.0,0.009042028049998407,468.0
469.0,0.007638038100003542,469.0
470.0,0.007601131449996501,470.0
471.0,0.007941465700014305,471.0
472.0,0.007817728900022303,472.0
473.0,0.007659687650016167,473.0
474.0,0.007711053000002721,474.0
475.0,0.007630575799998951,475.0
476.0,0.009331521599983716,476.0
477.0,0.009971696949992292,477.0
478.0,0.008414770900003532,478.0
479.0,0.008275707450002301,479.0
480.0,0.007795331300008002,480.0
481.0,0.00841403019999234,481.0
482.0,0.00832287364999047,482.0
483.0,0.008654471649992956,483.0
484.0,0.008067551349995483,484.0
485.0,0.008215605499981394,485.0
486.0,0.008029637300001013,486.0
487.0,0.007831552599986935,487.0
488.0,0.007903488249985458,488.0
489.0,0.007890179800006081,489.0
490.0,0.007905479199985166,490.0
491.0,0.009042067149994181,491.0
492.0,0.008080470449999665,492.0
493.0,0.00832354750000377,493.0
494.0,0.008650443950000409,494.0
495.0,0.008287378549994173,495.0
496.0,0.008750220399997488,496.0
497.0,0.010237623150010223,497.0
498.0,0.0104391370500025,498.0
499.0,0.008428395750001982,499.0
500.0,0.008383793050006716,500.0
501.0,0.00831602020000446,501.0
502.0,0.008663285150009869,502.0
503.0,0.009343757750002624,503.0
504.0,0.008861878149991754,504.0
505.0,0.008418770200000836,505.0
506.0,0.009032960550007374,506.0
507.0,0.008699710849987241,507.0
508.0,0.008143289750000804,508.0
509.0,0.008750415949998569,509.0
510.0,0.008943958500003646,510.0
511.0,0.008729044050005541,511.0
512.0,0.009063368599981914,512.0
513.0,0.008454330099993967,513.0
514.0,0.008998387800011188,514.0
515.0,0.008973478400002932,515.0
516.0,0.00879867999999533,516.0
517.0,0.00830755004999446,517.0
518.0,0.008680773099990801,518.0
519.0,0.008581891950007048,519.0
520.0,0.008717568549991483,520.0
521.0,0.008688740950015017,521.0
522.0,0.008551971449992379,522.0
523.0,0.008401294250006686,523.0
524.0,0.010093025300011504,524.0
525.0,0.008694718900005682,525.0
526.0,0.008561955899995154,526.0
527.0,0.008766374249989894,527.0
528.0,0.008521136499985005,528.0
529.0,0.008556250250012453,529.0
530.0,0.008624260999999933,530.0
531.0,0.00859640500000296,531.0
532.0,0.00874635264999597,532.0
533.0,0.008778283050014579,533.0
534.0,0.008548075999988214,534.0
535.0,0.008602219199997308,535.0
536.0,0.008833687950004786,536.0
537.0,0.00884268689999317,537.0
538.0,0.010160171200004698,538.0
539.0,0.009168108049993861,539.0
540.0,0.00890577584998482,540.0
541.0,0.008918521500004318,541.0
542.0,0.008738824700003534,542.0
543.0,0.008832250000000385,543.0
544.0,0.008959744599997066,544.0
545.0,0.008936136950001127,545.0
546.0,0.009639031950018761,546.0
547.0,0.009023903949992019,547.0
548.0,0.008943983600011052,548.0
549.0,0.009061167350000687,549.0
550.0,0.008890137050002522,550.0
551.0,0.00893914364999091,551.0
552.0,0.008897249050005485,552.0
553.0,0.00898651699999391,553.0
554.0,0.009266336399991814,554.0
555.0,0.00906091379999907,555.0
556.0,0.009224078349984666,556.0
557.0,0.009244888850003009,557.0
558.0,0.00918526150001071,558.0
559.0,0.009223788849999437,559.0
560.0,0.009064753949996885,560.0
561.0,0.009032218100014689,561.0
562.0,0.009112363000008372,562.0
563.0,0.0092374517999815,563.0
564.0,0.00910676324999713,564.0
565.0,0.00951940024999658,565.0
566.0,0.009368426000014552,566.0
567.0,0.009441200150013174,567.0
568.0,0.00925352980000298,568.0
569.0,0.00942311655001049,569.0
570.0,0.009480647499981388,570.0
571.0,0.009427740499995707,571.0
572.0,0.00964529184998355,572.0
573.0,0.0094413411000005,573.0
574.0,0.009360279549991902,574.0
575.0,0.009416554349991202,575.0
576.0,0.009582547399986652,576.0
577.0,0.010709538099990822,577.0
578.0,0.009497634800004562,578.0
579.0,0.009780022249992725,579.0
580.0,0.00946851804999369,580.0
581.0,0.009578853800007892,581.0
582.0,0.009705239100003381,582.0
583.0,0.00957853080001314,583.0
584.0,0.00956814015000873,584.0
585.0,0.009905376550000256,585.0
586.0,0.01061605340000824,586.0
587.0,0.010703473449984813,587.0
588.0,0.011416448099998889,588.0
589.0,0.01006055180000658,589.0
590.0,0.010206679299994904,590.0
591.0,0.009606840600008581,591.0
592.0,0.010449717050005348,592.0
593.0,0.009789461299988034,593.0
594.0,0.010980304300005628,594.0
595.0,0.01109370264998688,595.0
596.0,0.010274997950000397,596.0
597.0,0.010534251249987392,597.0
598.0,0.010198523550002392,598.0
599.0,0.010458269300011125,599.0
600.0,0.009856993200014586,600.0
601.0,0.009763118149999172,601.0
602.0,0.009951427949999925,602.0
603.0,0.009859352800003763,603.0
604.0,0.009864765349993832,604.0
605.0,0.010017445300013606,605.0
606.0,0.00980062954999994,606.0
607.0,0.009996649999993678,607.0
608.0,0.009885054699998364,608.0
609.0,0.010110079749983925,609.0
610.0,0.010094174000005295,610.0
611.0,0.01004682769998908,611.0
612.0,0.01005573644999913,612.0
613.0,0.01016328750001776,613.0
614.0,0.010340343849998134,614.0
615.0,0.010797222349992808,615.0
616.0,0.010079249599994,616.0
617.0,0.010412495850005143,617.0
618.0,0.012076420700009294,618.0
619.0,0.012140086249996785,619.0
620.0,0.011383038399981161,620.0
621.0,0.011853457749998597,621.0
622.0,0.011500852150015816,622.0
623.0,0.010574002399994242,623.0
624.0,0.010958666500005165,624.0
625.0,0.01142819104998125,625.0
626.0,0.01115146834999905,626.0
627.0,0.010643326050012548,627.0
628.0,0.011519890599993232,628.0
629.0,0.0104614523500004,629.0
630.0,0.010329025400005775,630.0
631.0,0.011352710000005572,631.0
632.0,0.010963969299996278,632.0
633.0,0.01272988964999513,633.0
634.0,0.011775596950019462,634.0
635.0,0.010693352049997884,635.0
636.0,0.01158469879999302,636.0
637.0,0.012505568849996962,637.0
638.0,0.010723757900018427,638.0
639.0,0.011154233599995678,639.0
640.0,0.01081429369999114,640.0
641.0,0.010644531049979377,641.0
642.0,0.010893568000005871,642.0
643.0,0.010932089650009403,643.0
644.0,0.011428231900003994,644.0
645.0,0.011296684099988852,645.0
646.0,0.011062778249993244,646.0
647.0,0.011772702550001669,647.0
648.0,0.010644805650008493,648.0
649.0,0.011264673899995614,649.0
650.0,0.010670726549983555,650.0
651.0,0.01120337049999307,651.0
652.0,0.010654676450008083,652.0
653.0,0.011698845149999216,653.0
654.0,0.01093449085001339,654.0
655.0,0.011855447800007824,655.0
656.0,0.0117532677500094,656.0
657.0,0.010828869100009797,657.0
658.0,0.011749063000002025,658.0
659.0,0.010968494000007923,659.0
660.0,0.011163222200002565,660.0
661.0,0.010997425950017714,661.0
662.0,0.010798183900010371,662.0
663.0,0.010819993750010326,663.0
664.0,0.011039320650002082,664.0
665.0,0.010843749850005224,665.0
666.0,0.010831090900001072,666.0
667.0,0.010895115250013987,667.0
668.0,0.010854454749983233,668.0
669.0,0.010960513149984762,669.0
670.0,0.011104937999994036,670.0
671.0,0.011100425399990854,671.0
672.0,0.011328688750018046,672.0
673.0,0.01149369755000862,673.0
674.0,0.011027828250007587,674.0
675.0,0.011072405449999679,675.0
676.0,0.01117513345000134,676.0
677.0,0.011306917349998002,677.0
678.0,0.011159782449999512,678.0
679.0,0.011133407299985265,679.0
680.0,0.012644790850004028,680.0
681.0,0.011532200700003159,681.0
682.0,0.01138347275000342,682.0
683.0,0.011591483799998059,683.0
684.0,0.011433829049997258,684.0
685.0,0.011517997949999881,685.0
686.0,0.01156819610000639,686.0
687.0,0.011521449900010338,687.0
688.0,0.011515844700011258,688.0
689.0,0.011690082850009276,689.0
690.0,0.011864855199996782,690.0
691.0,0.011705334099997345,691.0
692.0,0.01164384425001117,692.0
693.0,0.011355944599995383,693.0
694.0,0.01163217700000132,694.0
695.0,0.01146429509999507,695.0
696.0,0.012461778950000734,696.0
697.0,0.011511592150009164,697.0
698.0,0.013400243399996726,698.0
699.0,0.01223624919998656,699.0
700.0,0.011463362949984911,700.0
701.0,0.01187565265001922,701.0
702.0,0.012194585199995344,702.0
703.0,0.011973637049982245,703.0
704.0,0.011865434599985746,704.0
705.0,0.012842577099991103,705.0
706.0,0.011677767450009924,706.0
707.0,0.011974717200018858,707.0
708.0,0.011870612749999055,708.0
709.0,0.011889292149999165,709.0
710.0,0.012649815300005685,710.0
711.0,0.011676719000001867,711.0
712.0,0.01202702699999918,712.0
713.0,0.011886627550006778,713.0
714.0,0.01188788845001909,714.0
715.0,0.011982090300011804,715.0
716.0,0.012081998100006786,716.0
717.0,0.01204082209999342,717.0
718.0,0.011781188999998448,718.0
719.0,0.012205261399981283,719.0
720.0,0.011860602749993631,720.0
721.0,0.011958004249981969,721.0
722.0,0.012121108149995053,722.0
723.0,0.01204521524998654,723.0
724.0,0.011949175549989376,724.0
725.0,0.012222657250003977,725.0
726.0,0.01198610720000488,726.0
727.0,0.012179565949986681,727.0
728.0,0.012309568099999524,728.0
729.0,0.012448004099996978,729.0
730.0,0.01245679079997899,730.0
731.0,0.012100736499996856,731.0
732.0,0.012008459299977403,732.0
733.0,0.012356291599985525,733.0
734.0,0.012180137500013188,734.0
735.0,0.012164289049997024,735.0
736.0,0.01241764289998173,736.0
737.0,0.012250318199994581,737.0
738.0,0.012194599350004864,738.0
739.0,0.012540344650005864,739.0
740.0,0.01255245665001894,740.0
741.0,0.01309365170000092,741.0
742.0,0.012658948550006243,742.0
743.0,0.012380919949987402,743.0
744.0,0.013606594199995926,744.0
745.0,0.01314187605000825,745.0
746.0,0.012490025600004628,746.0
747.0,0.012961776649990497,747.0
748.0,0.01242672590001348,748.0
749.0,0.012631614850010919,749.0
750.0,0.01238057180000851,750.0
751.0,0.012389100200016401,751.0
752.0,0.012444024349997562,752.0
753.0,0.012796865299992532,753.0
754.0,0.01244577524998931,754.0
755.0,0.012481223999998292,755.0
756.0,0.012545588850002787,756.0
757.0,0.013076329199998326,757.0
758.0,0.012669245550000596,758.0
759.0,0.012815603699982603,759.0
760.0,0.01273730755001452,760.0
761.0,0.013852361499994003,761.0
762.0,0.014146503249980924,762.0
763.0,0.013964367649987253,763.0
764.0,0.012599702600005003,764.0
765.0,0.013329845850012133,765.0
766.0,0.01305759429999398,766.0
767.0,0.013001336299998912,767.0
768.0,0.012838716549981654,768.0
769.0,0.012834378799993829,769.0
770.0,0.01273865414998454,770.0
771.0,0.013037145199996302,771.0
772.0,0.013255283000012242,772.0
773.0,0.013863844100001188,773.0
774.0,0.013613847750002605,774.0
775.0,0.013361062599983597,775.0
776.0,0.013140775499982738,776.0
777.0,0.012897331449994453,777.0
778.0,0.013187592350004707,778.0
779.0,0.013151474549999875,779.0
780.0,0.013400548549998347,780.0
781.0,0.013079552599992893,781.0
782.0,0.013041915799999516,782.0
783.0,0.013284507100001975,783.0
784.0,0.012932303150000735,784.0
785.0,0.01368239230000654,785.0
786.0,0.013837911549990168,786.0
787.0,0.014547076500002731,787.0
788.0,0.013981519599997227,788.0
789.0,0.014667880949991741,789.0
790.0,0.013441877649984234,790.0
791.0,0.013301570749990787,791.0
792.0,0.013341946400009875,792.0
793.0,0.013140141050007515,793.0
794.0,0.013245729799996298,794.0
795.0,0.013689859100009017,795.0
796.0,0.013382334050015742,796.0
797.0,0.013398553849992823,797.0
798.0,0.013511578150018976,798.0
799.0,0.013258419899989349,799.0
800.0,0.013792750850006997,800.0
801.0,0.013621462050014087,801.0
802.0,0.013471364749989334,802.0
803.0,0.013469777700015584,803.0
804.0,0.013480879799999457,804.0
805.0,0.014096695599982922,805.0
806.0,0.013448743649996686,806.0
807.0,0.013420655350000744,807.0
808.0,0.013548972650005453,808.0
809.0,0.013687769799980742,809.0
