x,y
-59.156883,-42.376118
-54.47398,61.424175
34.91164,-56.833538
16.007961,-5.5991273
79.95669,-28.311346
2.5467453,-60.759132
69.73212,-48.92991
16.114054,42.65784
-21.48426,-86.45521
-34.920006,9.614893
27.589062,-26.223938
-33.41979,-21.197475
-84.37953,17.087658
-3.9501839,-15.109637
11.2573,-45.81123
-8.211791,4.526611
-69.796074,64.62037
78.99174,-40.6208
47.70027,1.4387476
28.909544,43.100456
-37.756863,-22.139645
17.319605,69.09343
49.8087,-32.650738
-32.14006,-98.83402
39.085342,4.031829
11.394004,-84.68069
40.797344,-59.72265
38.089867,-39.51741
9.892433,97.43261
73.75159,50.625443
-51.368725,20.175432
14.313611,-9.259757
-13.948619,60.8
-8.209784,-8.921563
66.19653,-14.191742
-43.34687,62.88256
22.90734,23.826822
26.525053,-98.385765
34.021984,-95.24544
73.318794,10.205533
48.512897,-55.802856
-9.769537,7.6726522
-75.59274,16.730782
11.621167,14.376645
8.94597,17.216505
-17.25218,64.86071
-5.1675067,-53.29626
-6.618779,98.97719
27.626867,67.14935
-8.958031,-47.753593
-29.004223,26.307196
6.59649,-43.303272
32.507046,-98.020195
39.01085,-59.44816
78.6028,35.026165
33.85854,-76.001755
-68.58793,36.493534
-24.0244,5.7610126
1.2902843,6.5371246
35.94731,-53.78609
-44.660984,20.859383
-32.074234,40.92948
7.9142766,-37.529255
67.976135,-30.118153
-35.24986,35.498913
-27.266443,-9.820272
-18.66451,33.474586
-90.89862,-6.3282332
-91.43558,-35.119076
82.32685,22.623295
-38.06533,-67.45831
-52.89068,-9.918921
47.061893,70.12748
49.175076,-40.072067
-27.950684,-65.15907
-69.476006,-15.7495985
93.717545,-29.220694
13.951927,-64.46522
-7.2073197,-24.73966
-17.994541,47.462498
63.321297,-26.266228
-34.973648,-67.18897
-17.599985,-69.345146
-30.824797,-0.12807655
90.06411,44.15424
19.03882,-35.14772
-0.094929375,90.48103
45.493492,32.728455
-3.6056845,-22.047092
54.239704,-67.44298
8.583952,-28.50527
0.24873312,47.70525
16.500532,-5.6944194
66.40675,49.23229
15.460077,98.51596
37.377712,31.261238
8.924696,68.0492
-79.24207,-33.45932
-34.729588,-63.61944
47.479336,43.531483
-62.839005,-44.043743
-52.42728,19.443901
-2.0886257,-6.628217
16.040607,41.732857
52.261795,39.143032
31.795897,-19.606745
-60.54932,-27.723913
-11.384162,32.70205
11.652072,-39.09846
49.02555,64.03488
26.26197,-28.733963
23.629057,76.16591
8.583753,-104.42208
66.36914,30.405804
-73.64335,17.705465
-34.249413,62.545773
-40.150665,-41.854946
-65.56306,24.574192
45.05282,41.117737
50.429134,44.81207
-22.884764,-39.22372
-44.22369,-66.69489
-0.5965576,16.091835
4.132847,-52.389324
78.72183,-12.400927
19.132225,-26.686209
20.143486,34.410805
-8.670785,65.7798
-83.16359,19.612955
9.634578,75.25674
25.588768,83.677414
12.529103,26.358053
39.961266,48.953594
32.240017,8.540553
21.908888,83.45803
57.004757,-88.673004
57.05192,-24.710058
89.42406,8.940112
19.889357,32.488132
96.04525,34.476894
17.290728,12.469645
-7.3267355,-45.39165
31.814741,30.411953
-16.411327,19.609905
60.8154,6.2868977
52.60695,-27.851976
-26.24679,-16.918608
7.0292764,64.39976
-51.148003,48.79291
78.41703,-31.828588
-13.4224,98.829796
28.541924,-36.97498
48.785378,-34.12106
-29.494516,8.861565
-87.78693,-39.712746
26.24915,1.2837939
-19.563187,92.39918
13.495014,40.086163
4.579057,-32.270252
95.77047,-8.997749
-81.91735,-8.415347
-56.093304,22.904636
23.301832,47.064472
-24.779348,73.558556
9.745929,-5.110411
-92.194,-20.353027
-59.049816,32.340683
-27.739573,84.32182
-9.871651,92.0264
-73.69038,-25.310875
38.969875,-24.563725
-80.94909,32.535236
57.09652,-82.21538
35.257298,5.988315
2.3767784,16.256062
53.99613,-62.08821
64.64512,68.208984
-100.409874,7.5261674
45.95858,-35.112465
-40.368484,85.84683
-38.081985,-78.267044
-28.83389,14.96624
4.854449,15.140882
14.567743,1.8567939
-95.50584,-48.807987
86.691826,-30.596106
13.398254,42.135113
17.633377,-51.73985
65.31321,-2.1105597
-29.413721,-53.70606
-4.937783,-26.792175
67.776474,57.24331
24.810595,73.57434
-28.798662,72.38796
-25.263813,19.581272
-28.291172,64.537895
-9.1725025,28.132568
-38.120308,-18.145138
50.51023,-22.477848
-15.113681,-20.883615
74.895485,-45.526287
-52.43108,76.950806
10.607822,55.54289
-14.257536,-75.398605
13.437777,35.688374
69.09261,3.5565362
-27.07179,-67.93908
8.928844,67.89379
24.907492,16.6314
-84.30825,33.63025
3.08184,-53.57399
-84.046524,48.452454
7.6139097,-100.41033
90.1576,23.445591
-23.365847,-55.20269
9.338818,95.41725
74.28395,-4.047738
-72.683136,-43.80453
48.133026,26.592417
48.022236,79.64692
27.215635,43.175556
6.575843,5.8030295
6.963484,-20.386742
45.0883,1.6346602
58.00938,-29.298204
-30.598236,-59.359814
-92.73253,-46.6067
-53.87127,80.53883
-57.707138,-83.09047
-63.308,-19.77153
-74.40582,-33.341076
-17.230562,-47.01562
33.590015,-55.282013
-2.8079572,-58.966915
-43.164288,-13.832273
-3.0704072,91.542465
44.933983,-7.72848
91.62859,-12.746499
91.896164,-39.243896
-55.236416,41.803814
-35.2939,23.992321
55.315407,69.61687
-60.282104,31.203512
38.439377,-17.511213
-17.142973,41.253914
-4.2072134,76.33892
2.4856613,92.50613
-41.022945,-77.99978
90.80879,-30.083254
-68.00753,-19.22789
1.6915067,-72.64443
-27.107557,-46.70735
-1.3382903,41.326893
-64.802895,38.816273
73.19659,-5.0753284
-1.3611937,-25.364666
-79.30495,48.236256
55.52086,-20.020845
47.636715,52.709213
76.963615,-28.468458
39.49472,-8.720028
-50.737957,65.3879
98.40639,11.906248
3.811443,-58.11789
-57.256287,75.26477
-78.05135,-5.433876
-17.874382,-88.967636
-6.520426,-87.3893
78.91228,-16.448318
28.696192,15.6312685
91.80015,12.876415
50.64905,-62.15559
-65.8081,47.552406
31.83251,12.703576
34.066998,76.65185
-11.35908,-80.27462
-19.849144,-15.345283
13.276682,77.24378
-15.949414,10.975893
83.77081,27.86751
95.70695,0.7400569
-87.81209,-16.795336
-24.061775,-77.995705
1.9890982,-33.395596
100.415695,11.384845
-7.434832,14.150279
86.64893,-30.740093
80.92048,-1.8419193
-15.311043,47.54704
-42.652946,32.133713
-56.18241,-20.245264
52.507763,-42.492615
25.754515,78.64639
-9.037887,-47.717163
19.231632,30.95592
-73.125,-43.559437
-20.624338,-94.66675
-0.7614466,39.939423
-56.835346,3.3512452
-19.644323,-63.896748
69.914314,-19.70641
-77.7166,-55.897816
-85.69895,-5.76908
-78.158325,0.0074807173
62.90902,-45.510773
-57.473827,-44.82578
-9.534302,12.544927
49.242577,39.992596
15.030366,-73.24172
-12.049747,-1.3125404
83.340385,62.091038
-38.00849,78.806984
-66.449776,-45.221767
-3.4168212,-85.18182
27.14512,81.55478
29.886986,42.473194
17.466055,-25.894701
56.414833,24.21881
-55.95446,45.698196
-41.430748,70.641525
47.467155,-24.580238
63.149284,13.836128
14.849919,90.2221
39.808556,7.0900126
-39.911953,-39.196526
-0.44452876,8.444626
-18.821983,-2.6023715
33.671963,-64.49448
-10.075841,48.19503
-72.77857,-24.20037
-35.93095,-55.459152
-76.33892,7.5018415
-33.230278,2.1558578
-37.271343,-56.09304
-69.772385,-15.053668
-10.688562,101.15385
-22.049372,-11.307542
-2.3549554,-99.54178
-39.163445,76.5027
29.20435,44.946915
14.974581,1.8707038
-9.86024,-57.33357
76.711975,-29.056925
19.93896,-60.698532
-0.04766276,-48.530098
-14.304263,-52.66205
-45.072285,-53.842915
-33.04758,-54.532078
4.4481173,-14.101412
-51.879463,-6.277001
-97.929985,-30.963436
-16.465282,-33.888756
-19.426678,8.823212
-70.360756,-7.8420715
13.771916,-43.304615
-45.53925,32.453506
-22.924324,-66.58844
50.981377,-20.302448
14.503678,89.847084
-6.992788,-84.32406
28.418953,-84.17585
1.6308383,59.3007
-94.13655,-46.063087
-11.290524,81.74419
-45.960213,-88.88323
-95.190956,14.814874
46.991886,39.282703
-20.679539,-51.927498
-41.3784,-55.131508
-52.627098,19.175026
71.312355,-50.322105
83.10167,10.034754
78.45165,21.606033
48.35735,41.728573
-51.61073,6.148317
-13.162559,8.048535
58.31905,2.0941722
-63.942284,5.1415787
-28.257505,-65.87176
-29.747345,86.152115
4.919758,67.53397
32.67527,50.497543
-29.469658,36.232815
-52.38435,-10.701618
-67.38357,63.66542
48.33976,37.151287
27.96341,-0.19928758
-70.46681,20.14082
-9.578518,19.9626
